SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
071,09,009,82800,82870,00000,1,A,West Haven city,Connecticut,55564,55564,55584,55563,55331,55240,55367,54967,54774,54843
061,09,009,00000,87560,00000,1,A,Wolcott town,Connecticut,16680,16695,16711,16743,16767,16753,16735,16689,16661,16672
061,09,009,00000,87700,00000,1,A,Woodbridge town,Connecticut,8990,8990,8998,8982,8988,8972,8951,8904,8871,8853
050,09,011,00000,00000,00000,0,N,New London County,Connecticut,274055,274059,274036,273226,274280,273388,271864,270266,269307,269033
157,09,011,34180,00000,00000,0,A,Groton city,Connecticut,10389,9389,9381,9350,9360,9313,9255,9172,9118,9092
157,09,011,34460,00000,00000,0,A,Groton Long Point borough,Connecticut,518,518,518,518,519,517,517,513,510,511
157,09,011,39940,00000,00000,0,A,Jewett City borough,Connecticut,3487,3487,3488,3487,3495,3479,3459,3433,3414,3408
157,09,011,52280,00000,00000,0,A,New London city,Connecticut,27620,27620,27617,27640,27584,27390,27244,27075,27087,27072
157,09,011,56200,00000,00000,0,A,Norwich city,Connecticut,40493,40496,40551,40495,40537,40375,40154,39836,39578,39470
157,09,011,73700,00000,00000,0,A,Stonington borough,Connecticut,929,929,928,925,928,921,915,906,901,898
157,09,011,99990,00000,00000,0,F,Balance of New London County,Connecticut,190619,191620,191553,190811,191857,191393,190320,189331,188699,188582
061,09,011,00000,06820,00000,1,A,Bozrah town,Connecticut,2627,2627,2625,2628,2632,2625,2607,2587,2569,2563
061,09,011,00000,15910,00000,1,A,Colchester town,Connecticut,16068,16046,16046,16081,16130,16091,16055,15977,15937,16029
061,09,011,00000,23400,00000,1,A,East Lyme town,Connecticut,19159,19159,19134,18507,18871,18863,18683,19190,18804,18789
061,09,011,00000,29910,00000,1,A,Franklin town,Connecticut,1922,1922,1920,1984,1989,1980,1971,1958,1946,1944
061,09,011,00000,33900,00000,0,A,Griswold town,Connecticut,11951,11951,11955,11951,11981,11926,11862,11770,11705,11687
071,09,011,39940,33900,00000,1,A,Jewett City borough,Connecticut,3487,3487,3488,3487,3495,3479,3459,3433,3414,3408
071,09,011,99990,33900,00000,1,F,Balance of Griswold town,Connecticut,8464,8464,8467,8464,8486,8447,8403,8337,8291,8279
061,09,011,00000,34250,00000,0,A,Groton town,Connecticut,40115,40115,40087,39837,40233,40124,39757,39335,39169,39075
071,09,011,34180,34250,00000,1,A,Groton city,Connecticut,10389,9389,9381,9350,9360,9313,9255,9172,9118,9092
071,09,011,34460,34250,00000,1,A,Groton Long Point borough,Connecticut,518,518,518,518,519,517,517,513,510,511
071,09,011,99990,34250,00000,1,S,Balance of Groton town,Connecticut,29208,30208,30188,29969,30354,30294,29985,29650,29541,29472
061,09,011,00000,42390,00000,1,A,Lebanon town,Connecticut,7308,7334,7330,7325,7343,7303,7282,7226,7194,7209
061,09,011,00000,42600,00000,1,A,Ledyard town,Connecticut,15051,15051,15044,15025,15058,15028,15021,14911,14846,14837
061,09,011,00000,43230,00000,1,A,Lisbon town,Connecticut,4338,4338,4337,4330,4352,4339,4322,4291,4275,4274
061,09,011,00000,44210,00000,1,A,Lyme town,Connecticut,2406,2406,2404,2400,2402,2390,2379,2363,2354,2354
061,09,011,00000,48900,00000,1,A,Montville town,Connecticut,19571,19571,19589,19689,19683,19717,19583,19283,19187,19149
061,09,011,00000,52350,00000,0,C,New London town,Connecticut,27620,27620,27617,27640,27584,27390,27244,27075,27087,27072
071,09,011,52280,52350,00000,1,A,New London city,Connecticut,27620,27620,27617,27640,27584,27390,27244,27075,27087,27072
061,09,011,00000,55500,00000,1,A,North Stonington town,Connecticut,5297,5297,5297,5286,5298,5274,5259,5228,5261,5270
061,09,011,00000,56270,00000,0,C,Norwich town,Connecticut,40493,40496,40551,40495,40537,40375,40154,39836,39578,39470
071,09,011,56200,56270,00000,1,A,Norwich city,Connecticut,40493,40496,40551,40495,40537,40375,40154,39836,39578,39470
061,09,011,00000,57040,00000,1,A,Old Lyme town,Connecticut,7603,7603,7597,7578,7589,7562,7536,7477,7449,7432
061,09,011,00000,62150,00000,1,A,Preston town,Connecticut,4726,4726,4727,4728,4746,4735,4724,4677,4671,4666
061,09,011,00000,66210,00000,1,A,Salem town,Connecticut,4151,4151,4153,4164,4183,4172,4146,4144,4139,4141
061,09,011,00000,71670,00000,1,A,Sprague town,Connecticut,2984,2984,2984,2986,2988,2976,2969,2942,2921,2914
061,09,011,00000,73770,00000,0,A,Stonington town,Connecticut,18545,18542,18533,18502,18555,18496,18422,18285,18614,18593
071,09,011,73700,73770,00000,1,A,Stonington borough,Connecticut,929,929,928,925,928,921,915,906,901,898
071,09,011,99990,73770,00000,1,F,Balance of Stonington town,Connecticut,17616,17613,17605,17577,17627,17575,17507,17379,17713,17695
061,09,011,00000,78600,00000,1,A,Voluntown town,Connecticut,2603,2603,2603,2599,2605,2595,2579,2562,2556,2558
061,09,011,00000,80280,00000,1,A,Waterford town,Connecticut,19517,19517,19503,19491,19521,19427,19309,19149,19045,19007
050,09,013,00000,00000,00000,0,N,Tolland County,Connecticut,152691,152691,153214,153063,151973,151908,151748,151717,151145,151461
061,09,013,00000,01080,00000,1,A,Andover town,Connecticut,3303,3303,3304,3300,3283,3281,3274,3268,3252,3248
061,09,013,00000,06260,00000,1,A,Bolton town,Connecticut,4980,4977,4978,4981,4964,4954,4955,4953,4927,4916
061,09,013,00000,16400,00000,1,A,Columbia town,Connecticut,5485,5485,5486,5481,5467,5462,5451,5435,5423,5418
061,09,013,00000,17800,00000,1,A,Coventry town,Connecticut,12435,12435,12443,12484,12449,12441,12436,12465,12443,12439
061,09,013,00000,25360,00000,1,A,Ellington town,Connecticut,15602,15597,15632,15644,15799,15796,15802,15931,16057,16195
061,09,013,00000,37910,00000,1,A,Hebron town,Connecticut,9686,9683,9685,9669,9633,9591,9566,9557,9520,9507
061,09,013,00000,44910,00000,1,A,Mansfield town,Connecticut,26543,26554,27027,26812,25861,26055,26115,26078,25953,25912
061,09,013,00000,69220,00000,1,A,Somers town,Connecticut,11444,11449,11439,11505,11464,11357,11426,11445,11096,11106
061,09,013,00000,72090,00000,1,A,Stafford town,Connecticut,12087,12082,12085,12071,12014,11964,11917,11883,11806,11949
061,09,013,00000,76290,00000,1,A,Tolland town,Connecticut,15052,15052,15053,15043,14980,14924,14867,14860,14761,14722
061,09,013,00000,77830,00000,1,A,Union town,Connecticut,854,854,856,853,853,851,849,849,844,839
061,09,013,00000,78250,00000,1,A,Vernon town,Connecticut,29179,29186,29187,29190,29207,29257,29147,29068,29181,29289
061,09,013,00000,85950,00000,1,A,Willington town,Connecticut,6041,6034,6039,6030,5999,5975,5943,5925,5882,5921
050,09,015,00000,00000,00000,0,N,Windham County,Connecticut,118428,118423,118596,118396,117996,117631,116844,116496,116042,116359
157,09,015,18780,00000,00000,0,A,Danielson borough,Connecticut,4051,4051,4053,4052,4033,4024,4002,3989,3974,3997
157,09,015,99990,00000,00000,0,F,Balance of Windham County,Connecticut,114377,114372,114543,114344,113963,113607,112842,112507,112068,112362
061,09,015,00000,01430,00000,1,A,Ashford town,Connecticut,4317,4321,4323,4309,4294,4280,4255,4243,4226,4244
061,09,015,00000,09190,00000,1,A,Brooklyn town,Connecticut,8210,8210,8215,8220,8236,8277,8249,8240,8185,8208
061,09,015,00000,12130,00000,1,A,Canterbury town,Connecticut,5132,5132,5131,5125,5106,5092,5076,5075,5049,5075
061,09,015,00000,13810,00000,1,A,Chaplin town,Connecticut,2305,2297,2296,2289,2279,2271,2255,2246,2238,2241
061,09,015,00000,21860,00000,1,A,Eastford town,Connecticut,1749,1751,1752,1742,1736,1740,1735,1751,1749,1756
061,09,015,00000,36000,00000,1,A,Hampton town,Connecticut,1863,1861,1862,1868,1871,1870,1861,1851,1843,1844
061,09,015,00000,40500,00000,0,A,Killingly town,Connecticut,17370,17370,17378,17367,17301,17264,17175,17118,17069,17172
071,09,015,18780,40500,00000,1,A,Danielson borough,Connecticut,4051,4051,4053,4052,4033,4024,4002,3989,3974,3997
071,09,015,99990,40500,00000,1,F,Balance of Killingly town,Connecticut,13319,13319,13325,13315,13268,13240,13173,13129,13095,13175
061,09,015,00000,59980,00000,1,A,Plainfield town,Connecticut,15405,15413,15406,15357,15296,15245,15153,15103,15064,15093
061,09,015,00000,61030,00000,1,A,Pomfret town,Connecticut,4247,4249,4251,4234,4221,4205,4183,4167,4150,4167
061,09,015,00000,62710,00000,1,A,Putnam town,Connecticut,9584,9582,9581,9567,9521,9483,9425,9390,9325,9357
061,09,015,00000,67400,00000,1,A,Scotland town,Connecticut,1726,1726,1727,1719,1710,1702,1692,1684,1676,1677
061,09,015,00000,73420,00000,1,A,Sterling town,Connecticut,3830,3822,3822,3799,3790,3774,3753,3742,3732,3742
061,09,015,00000,75870,00000,1,A,Thompson town,Connecticut,9458,9460,9459,9431,9395,9369,9308,9289,9266,9288
061,09,015,00000,86790,00000,1,A,Windham town,Connecticut,25268,25265,25430,25421,25335,25174,24884,24785,24679,24686
061,09,015,00000,88190,00000,1,A,Woodstock town,Connecticut,7964,7964,7963,7948,7905,7885,7840,7812,7791,7809
